"municipality","municipality_code","province_code","province","province_short","region","region_code","population","population_F","population_M"
"Premariacco","30083","30","Udine","UD","Friuli-Venezia Giulia","6","3973.0","2030.0","1943.0"
"Preone","30084","30","Udine","UD","Friuli-Venezia Giulia","6","252.0","123.0","129.0"
"Prepotto","30085","30","Udine","UD","Friuli-Venezia Giulia","6","713.0","354.0","359.0"
"Pulfero","30086","30","Udine","UD","Friuli-Venezia Giulia","6","855.0","413.0","442.0"
"Ragogna","30087","30","Udine","UD","Friuli-Venezia Giulia","6","2812.0","1432.0","1380.0"
"Ravascletto","30088","30","Udine","UD","Friuli-Venezia Giulia","6","494.0","243.0","251.0"
"Raveo","30089","30","Udine","UD","Friuli-Venezia Giulia","6","444.0","228.0","216.0"
"Reana del Rojale","30090","30","Udine","UD","Friuli-Venezia Giulia","6","4737.0","2424.0","2313.0"
"Remanzacco","30091","30","Udine","UD","Friuli-Venezia Giulia","6","6064.0","3129.0","2935.0"
"Resia","30092","30","Udine","UD","Friuli-Venezia Giulia","6","933.0","455.0","478.0"
"Resiutta","30093","30","Udine","UD","Friuli-Venezia Giulia","6","259.0","129.0","130.0"
"Rigolato","30094","30","Udine","UD","Friuli-Venezia Giulia","6","369.0","175.0","194.0"
"Rive d'Arcano","30095","30","Udine","UD","Friuli-Venezia Giulia","6","2358.0","1220.0","1138.0"
"Ronchis","30097","30","Udine","UD","Friuli-Venezia Giulia","6","1942.0","981.0","961.0"
"Ruda","30098","30","Udine","UD","Friuli-Venezia Giulia","6","2790.0","1433.0","1357.0"
"San Daniele del Friuli","30099","30","Udine","UD","Friuli-Venezia Giulia","6","7914.0","4102.0","3812.0"
"San Giorgio di Nogaro","30100","30","Udine","UD","Friuli-Venezia Giulia","6","7280.0","3654.0","3626.0"
"San Giovanni al Natisone","30101","30","Udine","UD","Friuli-Venezia Giulia","6","6052.0","2957.0","3095.0"
"San Leonardo","30102","30","Udine","UD","Friuli-Venezia Giulia","6","1045.0","510.0","535.0"
"San Pietro al Natisone","30103","30","Udine","UD","Friuli-Venezia Giulia","6","2086.0","1046.0","1040.0"
"Santa Maria la Longa","30104","30","Udine","UD","Friuli-Venezia Giulia","6","2313.0","1174.0","1139.0"
"San Vito al Torre","30105","30","Udine","UD","Friuli-Venezia Giulia","6","1202.0","610.0","592.0"
"San Vito di Fagagna","30106","30","Udine","UD","Friuli-Venezia Giulia","6","1679.0","851.0","828.0"
"Sauris","30107","30","Udine","UD","Friuli-Venezia Giulia","6","390.0","200.0","190.0"
"Savogna","30108","30","Udine","UD","Friuli-Venezia Giulia","6","351.0","168.0","183.0"
"Sedegliano","30109","30","Udine","UD","Friuli-Venezia Giulia","6","3704.0","1850.0","1854.0"
"Socchieve","30110","30","Udine","UD","Friuli-Venezia Giulia","6","860.0","434.0","426.0"
"Stregna","30111","30","Udine","UD","Friuli-Venezia Giulia","6","304.0","138.0","166.0"
"Sutrio","30112","30","Udine","UD","Friuli-Venezia Giulia","6","1239.0","633.0","606.0"
"Taipana","30113","30","Udine","UD","Friuli-Venezia Giulia","6","565.0","262.0","303.0"
"Talmassons","30114","30","Udine","UD","Friuli-Venezia Giulia","6","3878.0","1951.0","1927.0"
"Tarcento","30116","30","Udine","UD","Friuli-Venezia Giulia","6","8835.0","4601.0","4234.0"
"Tarvisio","30117","30","Udine","UD","Friuli-Venezia Giulia","6","3997.0","1957.0","2040.0"
"Tavagnacco","30118","30","Udine","UD","Friuli-Venezia Giulia","6","14730.0","7723.0","7007.0"
"Terzo d'Aquileia","30120","30","Udine","UD","Friuli-Venezia Giulia","6","2729.0","1407.0","1322.0"
"Tolmezzo","30121","30","Udine","UD","Friuli-Venezia Giulia","6","9891.0","5171.0","4720.0"
"Torreano","30122","30","Udine","UD","Friuli-Venezia Giulia","6","2068.0","1060.0","1008.0"
"Torviscosa","30123","30","Udine","UD","Friuli-Venezia Giulia","6","2648.0","1355.0","1293.0"
"Trasaghis","30124","30","Udine","UD","Friuli-Venezia Giulia","6","2099.0","1055.0","1044.0"
"Treppo Grande","30126","30","Udine","UD","Friuli-Venezia Giulia","6","1699.0","881.0","818.0"
"Tricesimo","30127","30","Udine","UD","Friuli-Venezia Giulia","6","7596.0","3977.0","3619.0"
"Trivignano Udinese","30128","30","Udine","UD","Friuli-Venezia Giulia","6","1564.0","790.0","774.0"
"Udine","30129","30","Udine","UD","Friuli-Venezia Giulia","6","97736.0","51765.0","45971.0"
"Varmo","30130","30","Udine","UD","Friuli-Venezia Giulia","6","2642.0","1307.0","1335.0"
"Venzone","30131","30","Udine","UD","Friuli-Venezia Giulia","6","1953.0","974.0","979.0"
"Verzegnis","30132","30","Udine","UD","Friuli-Venezia Giulia","6","838.0","411.0","427.0"
"Villa Santina","30133","30","Udine","UD","Friuli-Venezia Giulia","6","2170.0","1157.0","1013.0"
"Visco","30135","30","Udine","UD","Friuli-Venezia Giulia","6","816.0","428.0","388.0"
"Zuglio","30136","30","Udine","UD","Friuli-Venezia Giulia","6","552.0","280.0","272.0"
"Forgaria nel Friuli","30137","30","Udine","UD","Friuli-Venezia Giulia","6","1708.0","847.0","861.0"
"Campolongo Tapogliano","30138","30","Udine","UD","Friuli-Venezia Giulia","6","1132.0","575.0","557.0"
"Rivignano Teor","30188","30","Udine","UD","Friuli-Venezia Giulia","6","6185.0","3078.0","3107.0"
"Sappada","30189","30","Udine","UD","Friuli-Venezia Giulia","6","1308.0","663.0","645.0"
"Fiumicello Villa Vicentina","30190","30","Udine","UD","Friuli-Venezia Giulia","6","6299.0","3197.0","3102.0"
"Treppo Ligosullo","30191","30","Udine","UD","Friuli-Venezia Giulia","6","682.0","336.0","346.0"
"Capriva del Friuli","31001","31","Gorizia","GO","Friuli-Venezia Giulia","6","1617.0","842.0","775.0"
"Cormons","31002","31","Gorizia","GO","Friuli-Venezia Giulia","6","7198.0","3791.0","3407.0"
"Doberdò del Lago-Doberdob","31003","31","Gorizia","GO","Friuli-Venezia Giulia","6","1350.0","702.0","648.0"
"Dolegna del Collio","31004","31","Gorizia","GO","Friuli-Venezia Giulia","6","317.0","149.0","168.0"
"Farra d'Isonzo","31005","31","Gorizia","GO","Friuli-Venezia Giulia","6","1671.0","849.0","822.0"
"Fogliano Redipuglia","31006","31","Gorizia","GO","Friuli-Venezia Giulia","6","2992.0","1556.0","1436.0"
"Gorizia","31007","31","Gorizia","GO","Friuli-Venezia Giulia","6","33615.0","17242.0","16373.0"
"Gradisca d'Isonzo","31008","31","Gorizia","GO","Friuli-Venezia Giulia","6","6370.0","3340.0","3030.0"
"Grado","31009","31","Gorizia","GO","Friuli-Venezia Giulia","6","7789.0","4062.0","3727.0"
"Mariano del Friuli","31010","31","Gorizia","GO","Friuli-Venezia Giulia","6","1464.0","736.0","728.0"
"Medea","31011","31","Gorizia","GO","Friuli-Venezia Giulia","6","949.0","477.0","472.0"
"Monfalcone","31012","31","Gorizia","GO","Friuli-Venezia Giulia","6","29072.0","14156.0","14916.0"
"Moraro","31013","31","Gorizia","GO","Friuli-Venezia Giulia","6","695.0","346.0","349.0"
"Mossa","31014","31","Gorizia","GO","Friuli-Venezia Giulia","6","1522.0","795.0","727.0"
"Romans d'Isonzo","31015","31","Gorizia","GO","Friuli-Venezia Giulia","6","3636.0","1855.0","1781.0"
"Ronchi dei Legionari","31016","31","Gorizia","GO","Friuli-Venezia Giulia","6","11807.0","5998.0","5809.0"
"Sagrado","31017","31","Gorizia","GO","Friuli-Venezia Giulia","6","2168.0","1109.0","1059.0"
"San Canzian d'Isonzo","31018","31","Gorizia","GO","Friuli-Venezia Giulia","6","6040.0","3067.0","2973.0"
"San Floriano del Collio-teverjan","31019","31","Gorizia","GO","Friuli-Venezia Giulia","6","742.0","375.0","367.0"
"San Lorenzo Isontino","31020","31","Gorizia","GO","Friuli-Venezia Giulia","6","1506.0","752.0","754.0"
"San Pier d'Isonzo","31021","31","Gorizia","GO","Friuli-Venezia Giulia","6","1993.0","976.0","1017.0"
"Savogna d'Isonzo-Sovodnje ob So?i","31022","31","Gorizia","GO","Friuli-Venezia Giulia","6","1694.0","822.0","872.0"
"Staranzano","31023","31","Gorizia","GO","Friuli-Venezia Giulia","6","7246.0","3642.0","3604.0"
"Turriaco","31024","31","Gorizia","GO","Friuli-Venezia Giulia","6","2806.0","1431.0","1375.0"
"Villesse","31025","31","Gorizia","GO","Friuli-Venezia Giulia","6","1640.0","830.0","810.0"
"Duino Aurisina-Devin Nabreina","32001","32","Trieste","TS","Friuli-Venezia Giulia","6","8353.0","4322.0","4031.0"
"Monrupino-Repentabor","32002","32","Trieste","TS","Friuli-Venezia Giulia","6","857.0","423.0","434.0"
"Muggia","32003","32","Trieste","TS","Friuli-Venezia Giulia","6","12916.0","6660.0","6256.0"
"San Dorligo della Valle-Dolina","32004","32","Trieste","TS","Friuli-Venezia Giulia","6","5693.0","2861.0","2832.0"
"Sgonico-Zgonik","32005","32","Trieste","TS","Friuli-Venezia Giulia","6","1999.0","1001.0","998.0"
"Trieste","32006","32","Trieste","TS","Friuli-Venezia Giulia","6","199015.0","103197.0","95818.0"
"Andreis","93001","93","Pordenone","PN","Friuli-Venezia Giulia","6","246.0","121.0","125.0"
"Arba","93002","93","Pordenone","PN","Friuli-Venezia Giulia","6","1274.0","626.0","648.0"
"Aviano","93004","93","Pordenone","PN","Friuli-Venezia Giulia","6","8866.0","4451.0","4415.0"
"Azzano Decimo","93005","93","Pordenone","PN","Friuli-Venezia Giulia","6","15660.0","7876.0","7784.0"
"Barcis","93006","93","Pordenone","PN","Friuli-Venezia Giulia","6","226.0","108.0","118.0"
"Brugnera","93007","93","Pordenone","PN","Friuli-Venezia Giulia","6","9268.0","4599.0","4669.0"
"Budoia","93008","93","Pordenone","PN","Friuli-Venezia Giulia","6","2492.0","1243.0","1249.0"
"Caneva","93009","93","Pordenone","PN","Friuli-Venezia Giulia","6","6254.0","3187.0","3067.0"
"Casarsa della Delizia","93010","93","Pordenone","PN","Friuli-Venezia Giulia","6","8240.0","4115.0","4125.0"
"Castelnovo del Friuli","93011","93","Pordenone","PN","Friuli-Venezia Giulia","6","831.0","412.0","419.0"
"Cavasso Nuovo","93012","93","Pordenone","PN","Friuli-Venezia Giulia","6","1501.0","760.0","741.0"
"Chions","93013","93","Pordenone","PN","Friuli-Venezia Giulia","6","5100.0","2578.0","2522.0"
"Cimolais","93014","93","Pordenone","PN","Friuli-Venezia Giulia","6","343.0","165.0","178.0"
"Claut","93015","93","Pordenone","PN","Friuli-Venezia Giulia","6","883.0","445.0","438.0"
"Clauzetto","93016","93","Pordenone","PN","Friuli-Venezia Giulia","6","372.0","167.0","205.0"
"Cordenons","93017","93","Pordenone","PN","Friuli-Venezia Giulia","6","17886.0","9125.0","8761.0"
"Cordovado","93018","93","Pordenone","PN","Friuli-Venezia Giulia","6","2726.0","1403.0","1323.0"
"Erto e Casso","93019","93","Pordenone","PN","Friuli-Venezia Giulia","6","373.0","188.0","185.0"
"Fanna","93020","93","Pordenone","PN","Friuli-Venezia Giulia","6","1480.0","751.0","729.0"
"Fiume Veneto","93021","93","Pordenone","PN","Friuli-Venezia Giulia","6","11739.0","6002.0","5737.0"
"Fontanafredda","93022","93","Pordenone","PN","Friuli-Venezia Giulia","6","12762.0","6428.0","6334.0"
"Frisanco","93024","93","Pordenone","PN","Friuli-Venezia Giulia","6","559.0","274.0","285.0"
"Maniago","93025","93","Pordenone","PN","Friuli-Venezia Giulia","6","11555.0","5879.0","5676.0"
"Meduno","93026","93","Pordenone","PN","Friuli-Venezia Giulia","6","1504.0","751.0","753.0"
"Montereale Valcellina","93027","93","Pordenone","PN","Friuli-Venezia Giulia","6","4267.0","2207.0","2060.0"
"Morsano al Tagliamento","93028","93","Pordenone","PN","Friuli-Venezia Giulia","6","2680.0","1340.0","1340.0"
"Pasiano di Pordenone","93029","93","Pordenone","PN","Friuli-Venezia Giulia","6","7760.0","3899.0","3861.0"
"Pinzano al Tagliamento","93030","93","Pordenone","PN","Friuli-Venezia Giulia","6","1498.0","770.0","728.0"
"Polcenigo","93031","93","Pordenone","PN","Friuli-Venezia Giulia","6","3123.0","1591.0","1532.0"
"Porcia","93032","93","Pordenone","PN","Friuli-Venezia Giulia","6","14985.0","7715.0","7270.0"
"Pordenone","93033","93","Pordenone","PN","Friuli-Venezia Giulia","6","51617.0","26799.0","24818.0"
