"municipality","municipality_code","province_code","province","province_short","region","region_code","population","population_F","population_M"
"Premolo","16175","16","Bergamo","BG","Lombardia","3","1061.0","499.0","562.0"
"Presezzo","16176","16","Bergamo","BG","Lombardia","3","4802.0","2450.0","2352.0"
"Pumenengo","16177","16","Bergamo","BG","Lombardia","3","1679.0","833.0","846.0"
"Ranica","16178","16","Bergamo","BG","Lombardia","3","5879.0","3009.0","2870.0"
"Ranzanico","16179","16","Bergamo","BG","Lombardia","3","1239.0","612.0","627.0"
"Riva di Solto","16180","16","Bergamo","BG","Lombardia","3","881.0","445.0","436.0"
"Rogno","16182","16","Bergamo","BG","Lombardia","3","3874.0","1949.0","1925.0"
"Romano di Lombardia","16183","16","Bergamo","BG","Lombardia","3","20613.0","10184.0","10429.0"
"Roncobello","16184","16","Bergamo","BG","Lombardia","3","420.0","204.0","216.0"
"Roncola","16185","16","Bergamo","BG","Lombardia","3","869.0","421.0","448.0"
"Rota d'Imagna","16186","16","Bergamo","BG","Lombardia","3","895.0","452.0","443.0"
"Rovetta","16187","16","Bergamo","BG","Lombardia","3","4110.0","2094.0","2016.0"
"San Giovanni Bianco","16188","16","Bergamo","BG","Lombardia","3","4625.0","2288.0","2337.0"
"San Paolo d'Argon","16189","16","Bergamo","BG","Lombardia","3","5802.0","2894.0","2908.0"
"San Pellegrino Terme","16190","16","Bergamo","BG","Lombardia","3","4704.0","2432.0","2272.0"
"Santa Brigida","16191","16","Bergamo","BG","Lombardia","3","523.0","262.0","261.0"
"Sarnico","16193","16","Bergamo","BG","Lombardia","3","6731.0","3467.0","3264.0"
"Scanzorosciate","16194","16","Bergamo","BG","Lombardia","3","9881.0","5038.0","4843.0"
"Schilpario","16195","16","Bergamo","BG","Lombardia","3","1140.0","578.0","562.0"
"Sedrina","16196","16","Bergamo","BG","Lombardia","3","2438.0","1175.0","1263.0"
"Selvino","16197","16","Bergamo","BG","Lombardia","3","2000.0","979.0","1021.0"
"Seriate","16198","16","Bergamo","BG","Lombardia","3","25169.0","12792.0","12377.0"
"Serina","16199","16","Bergamo","BG","Lombardia","3","2051.0","989.0","1062.0"
"Solto Collina","16200","16","Bergamo","BG","Lombardia","3","1779.0","887.0","892.0"
"Songavazzo","16201","16","Bergamo","BG","Lombardia","3","696.0","341.0","355.0"
"Sorisole","16202","16","Bergamo","BG","Lombardia","3","8901.0","4454.0","4447.0"
"Sotto il Monte Giovanni XXIII","16203","16","Bergamo","BG","Lombardia","3","4401.0","2212.0","2189.0"
"Sovere","16204","16","Bergamo","BG","Lombardia","3","5229.0","2655.0","2574.0"
"Spinone al Lago","16205","16","Bergamo","BG","Lombardia","3","965.0","497.0","468.0"
"Spirano","16206","16","Bergamo","BG","Lombardia","3","5609.0","2782.0","2827.0"
"Stezzano","16207","16","Bergamo","BG","Lombardia","3","13339.0","6747.0","6592.0"
"Strozza","16208","16","Bergamo","BG","Lombardia","3","1077.0","514.0","563.0"
"Suisio","16209","16","Bergamo","BG","Lombardia","3","3774.0","1863.0","1911.0"
"Taleggio","16210","16","Bergamo","BG","Lombardia","3","539.0","249.0","290.0"
"Tavernola Bergamasca","16211","16","Bergamo","BG","Lombardia","3","1961.0","969.0","992.0"
"Telgate","16212","16","Bergamo","BG","Lombardia","3","4978.0","2354.0","2624.0"
"Terno d'Isola","16213","16","Bergamo","BG","Lombardia","3","8016.0","3986.0","4030.0"
"Torre Boldone","16214","16","Bergamo","BG","Lombardia","3","8620.0","4478.0","4142.0"
"Torre de' Busi","16215","16","Bergamo","BG","Lombardia","3","2183.0","1074.0","1109.0"
"Torre de' Roveri","16216","16","Bergamo","BG","Lombardia","3","2526.0","1268.0","1258.0"
"Torre Pallavicina","16217","16","Bergamo","BG","Lombardia","3","1127.0","558.0","569.0"
"Trescore Balneario","16218","16","Bergamo","BG","Lombardia","3","9711.0","4841.0","4870.0"
"Treviglio","16219","16","Bergamo","BG","Lombardia","3","30567.0","15549.0","15018.0"
"Treviolo","16220","16","Bergamo","BG","Lombardia","3","10857.0","5563.0","5294.0"
"Ubiale Clanezzo","16221","16","Bergamo","BG","Lombardia","3","1353.0","657.0","696.0"
"Urgnano","16222","16","Bergamo","BG","Lombardia","3","9821.0","4813.0","5008.0"
"Valbondione","16223","16","Bergamo","BG","Lombardia","3","968.0","486.0","482.0"
"Valbrembo","16224","16","Bergamo","BG","Lombardia","3","4352.0","2205.0","2147.0"
"Valgoglio","16225","16","Bergamo","BG","Lombardia","3","585.0","286.0","299.0"
"Valleve","16226","16","Bergamo","BG","Lombardia","3","127.0","56.0","71.0"
"Valnegra","16227","16","Bergamo","BG","Lombardia","3","215.0","104.0","111.0"
"Valtorta","16229","16","Bergamo","BG","Lombardia","3","249.0","118.0","131.0"
"Vedeseta","16230","16","Bergamo","BG","Lombardia","3","187.0","86.0","101.0"
"Verdellino","16232","16","Bergamo","BG","Lombardia","3","7509.0","3597.0","3912.0"
"Verdello","16233","16","Bergamo","BG","Lombardia","3","8118.0","3974.0","4144.0"
"Vertova","16234","16","Bergamo","BG","Lombardia","3","4443.0","2269.0","2174.0"
"Viadanica","16235","16","Bergamo","BG","Lombardia","3","1123.0","562.0","561.0"
"Vigano San Martino","16236","16","Bergamo","BG","Lombardia","3","1322.0","649.0","673.0"
"Vigolo","16237","16","Bergamo","BG","Lombardia","3","577.0","286.0","291.0"
"Villa d'Adda","16238","16","Bergamo","BG","Lombardia","3","4575.0","2321.0","2254.0"
"Villa d'Almè","16239","16","Bergamo","BG","Lombardia","3","6573.0","3323.0","3250.0"
"Villa di Serio","16240","16","Bergamo","BG","Lombardia","3","6630.0","3323.0","3307.0"
"Villa d'Ogna","16241","16","Bergamo","BG","Lombardia","3","1782.0","912.0","870.0"
"Villongo","16242","16","Bergamo","BG","Lombardia","3","8027.0","3898.0","4129.0"
"Vilminore di Scalve","16243","16","Bergamo","BG","Lombardia","3","1441.0","731.0","710.0"
"Zandobbio","16244","16","Bergamo","BG","Lombardia","3","2666.0","1306.0","1360.0"
"Zanica","16245","16","Bergamo","BG","Lombardia","3","8671.0","4331.0","4340.0"
"Zogno","16246","16","Bergamo","BG","Lombardia","3","8585.0","4376.0","4209.0"
"Costa Serina","16247","16","Bergamo","BG","Lombardia","3","866.0","423.0","443.0"
"Algua","16248","16","Bergamo","BG","Lombardia","3","656.0","324.0","332.0"
"Cornalba","16249","16","Bergamo","BG","Lombardia","3","297.0","135.0","162.0"
"Medolago","16250","16","Bergamo","BG","Lombardia","3","2345.0","1165.0","1180.0"
"Solza","16251","16","Bergamo","BG","Lombardia","3","1985.0","976.0","1009.0"
"Sant'Omobono Terme","16252","16","Bergamo","BG","Lombardia","3","3862.0","1920.0","1942.0"
"Val Brembilla","16253","16","Bergamo","BG","Lombardia","3","4156.0","2054.0","2102.0"
"Acquafredda","17001","17","Brescia","BS","Lombardia","3","1518.0","789.0","729.0"
"Adro","17002","17","Brescia","BS","Lombardia","3","7171.0","3596.0","3575.0"
"Agnosine","17003","17","Brescia","BS","Lombardia","3","1622.0","790.0","832.0"
"Alfianello","17004","17","Brescia","BS","Lombardia","3","2372.0","1176.0","1196.0"
"Anfo","17005","17","Brescia","BS","Lombardia","3","450.0","213.0","237.0"
"Angolo Terme","17006","17","Brescia","BS","Lombardia","3","2309.0","1142.0","1167.0"
"Artogne","17007","17","Brescia","BS","Lombardia","3","3567.0","1778.0","1789.0"
"Azzano Mella","17008","17","Brescia","BS","Lombardia","3","3398.0","1671.0","1727.0"
"Bagnolo Mella","17009","17","Brescia","BS","Lombardia","3","12494.0","6263.0","6231.0"
"Bagolino","17010","17","Brescia","BS","Lombardia","3","3755.0","1876.0","1879.0"
"Barbariga","17011","17","Brescia","BS","Lombardia","3","2317.0","1134.0","1183.0"
"Barghe","17012","17","Brescia","BS","Lombardia","3","1138.0","532.0","606.0"
"Bassano Bresciano","17013","17","Brescia","BS","Lombardia","3","2333.0","1137.0","1196.0"
"Bedizzole","17014","17","Brescia","BS","Lombardia","3","12278.0","6157.0","6121.0"
"Berlingo","17015","17","Brescia","BS","Lombardia","3","2752.0","1325.0","1427.0"
"Berzo Demo","17016","17","Brescia","BS","Lombardia","3","1525.0","736.0","789.0"
"Berzo Inferiore","17017","17","Brescia","BS","Lombardia","3","2447.0","1226.0","1221.0"
"Bienno","17018","17","Brescia","BS","Lombardia","3","3760.0","1910.0","1850.0"
"Bione","17019","17","Brescia","BS","Lombardia","3","1311.0","654.0","657.0"
"Borgo San Giacomo","17020","17","Brescia","BS","Lombardia","3","5388.0","2639.0","2749.0"
"Borgosatollo","17021","17","Brescia","BS","Lombardia","3","9061.0","4517.0","4544.0"
"Borno","17022","17","Brescia","BS","Lombardia","3","2479.0","1269.0","1210.0"
"Botticino","17023","17","Brescia","BS","Lombardia","3","10706.0","5485.0","5221.0"
"Bovegno","17024","17","Brescia","BS","Lombardia","3","2025.0","1036.0","989.0"
"Bovezzo","17025","17","Brescia","BS","Lombardia","3","7356.0","3802.0","3554.0"
"Brandico","17026","17","Brescia","BS","Lombardia","3","1744.0","839.0","905.0"
"Braone","17027","17","Brescia","BS","Lombardia","3","682.0","336.0","346.0"
"Breno","17028","17","Brescia","BS","Lombardia","3","4632.0","2370.0","2262.0"
"Brescia","17029","17","Brescia","BS","Lombardia","3","195906.0","101854.0","94052.0"
"Brione","17030","17","Brescia","BS","Lombardia","3","737.0","344.0","393.0"
"Caino","17031","17","Brescia","BS","Lombardia","3","2136.0","1050.0","1086.0"
"Calcinato","17032","17","Brescia","BS","Lombardia","3","12890.0","6356.0","6534.0"
"Calvagese della Riviera","17033","17","Brescia","BS","Lombardia","3","3644.0","1817.0","1827.0"
"Calvisano","17034","17","Brescia","BS","Lombardia","3","8375.0","4107.0","4268.0"
"Capo di Ponte","17035","17","Brescia","BS","Lombardia","3","2327.0","1209.0","1118.0"
"Capovalle","17036","17","Brescia","BS","Lombardia","3","345.0","175.0","170.0"
"Capriano del Colle","17037","17","Brescia","BS","Lombardia","3","4633.0","2259.0","2374.0"
"Capriolo","17038","17","Brescia","BS","Lombardia","3","9431.0","4714.0","4717.0"
"Carpenedolo","17039","17","Brescia","BS","Lombardia","3","12977.0","6450.0","6527.0"
"Castegnato","17040","17","Brescia","BS","Lombardia","3","8327.0","4157.0","4170.0"
"Castelcovati","17041","17","Brescia","BS","Lombardia","3","6785.0","3339.0","3446.0"
"Castel Mella","17042","17","Brescia","BS","Lombardia","3","10993.0","5460.0","5533.0"
"Castenedolo","17043","17","Brescia","BS","Lombardia","3","11553.0","5786.0","5767.0"
"Casto","17044","17","Brescia","BS","Lombardia","3","1625.0","785.0","840.0"
"Castrezzato","17045","17","Brescia","BS","Lombardia","3","7494.0","3742.0","3752.0"
"Cazzago San Martino","17046","17","Brescia","BS","Lombardia","3","10749.0","5426.0","5323.0"
"Cedegolo","17047","17","Brescia","BS","Lombardia","3","1098.0","558.0","540.0"
"Cellatica","17048","17","Brescia","BS","Lombardia","3","4862.0","2530.0","2332.0"
"Cerveno","17049","17","Brescia","BS","Lombardia","3","657.0","312.0","345.0"
"Ceto","17050","17","Brescia","BS","Lombardia","3","1788.0","899.0","889.0"
"Cevo","17051","17","Brescia","BS","Lombardia","3","820.0","390.0","430.0"
"Chiari","17052","17","Brescia","BS","Lombardia","3","19131.0","9609.0","9522.0"
"Cigole","17053","17","Brescia","BS","Lombardia","3","1441.0","731.0","710.0"
"Cimbergo","17054","17","Brescia","BS","Lombardia","3","543.0","266.0","277.0"
"Cividate Camuno","17055","17","Brescia","BS","Lombardia","3","2655.0","1294.0","1361.0"
"Coccaglio","17056","17","Brescia","BS","Lombardia","3","8728.0","4334.0","4394.0"
"Collebeato","17057","17","Brescia","BS","Lombardia","3","4479.0","2314.0","2165.0"
"Collio","17058","17","Brescia","BS","Lombardia","3","2041.0","993.0","1048.0"
"Cologne","17059","17","Brescia","BS","Lombardia","3","7562.0","3796.0","3766.0"
"Comezzano-Cizzago","17060","17","Brescia","BS","Lombardia","3","4029.0","1965.0","2064.0"
"Concesio","17061","17","Brescia","BS","Lombardia","3","15623.0","7917.0","7706.0"
"Corte Franca","17062","17","Brescia","BS","Lombardia","3","7147.0","3561.0","3586.0"
"Corteno Golgi","17063","17","Brescia","BS","Lombardia","3","1922.0","959.0","963.0"
"Corzano","17064","17","Brescia","BS","Lombardia","3","1419.0","713.0","706.0"
"Darfo Boario Terme","17065","17","Brescia","BS","Lombardia","3","15546.0","7831.0","7715.0"
"Dello","17066","17","Brescia","BS","Lombardia","3","5578.0","2762.0","2816.0"
"Desenzano del Garda","17067","17","Brescia","BS","Lombardia","3","29093.0","15289.0","13804.0"
"Edolo","17068","17","Brescia","BS","Lombardia","3","4411.0","2247.0","2164.0"
"Erbusco","17069","17","Brescia","BS","Lombardia","3","8668.0","4268.0","4400.0"
"Esine","17070","17","Brescia","BS","Lombardia","3","5118.0","2573.0","2545.0"
"Fiesse","17071","17","Brescia","BS","Lombardia","3","2003.0","1000.0","1003.0"
"Flero","17072","17","Brescia","BS","Lombardia","3","8808.0","4426.0","4382.0"
"Gambara","17073","17","Brescia","BS","Lombardia","3","4549.0","2253.0","2296.0"
"Gardone Riviera","17074","17","Brescia","BS","Lombardia","3","2608.0","1313.0","1295.0"
"Gardone Val Trompia","17075","17","Brescia","BS","Lombardia","3","11352.0","5699.0","5653.0"
"Gargnano","17076","17","Brescia","BS","Lombardia","3","2731.0","1420.0","1311.0"
"Gavardo","17077","17","Brescia","BS","Lombardia","3","12198.0","6010.0","6188.0"
"Ghedi","17078","17","Brescia","BS","Lombardia","3","18518.0","9158.0","9360.0"
"Gianico","17079","17","Brescia","BS","Lombardia","3","2121.0","1083.0","1038.0"
"Gottolengo","17080","17","Brescia","BS","Lombardia","3","4957.0","2513.0","2444.0"
"Gussago","17081","17","Brescia","BS","Lombardia","3","16439.0","8375.0","8064.0"
"Idro","17082","17","Brescia","BS","Lombardia","3","1873.0","932.0","941.0"
"Incudine","17083","17","Brescia","BS","Lombardia","3","345.0","179.0","166.0"
"Irma","17084","17","Brescia","BS","Lombardia","3","136.0","61.0","75.0"
"Iseo","17085","17","Brescia","BS","Lombardia","3","8924.0","4652.0","4272.0"
"Isorella","17086","17","Brescia","BS","Lombardia","3","4064.0","1990.0","2074.0"
"Lavenone","17087","17","Brescia","BS","Lombardia","3","486.0","239.0","247.0"
"Leno","17088","17","Brescia","BS","Lombardia","3","14243.0","7078.0","7165.0"
"Limone sul Garda","17089","17","Brescia","BS","Lombardia","3","1141.0","586.0","555.0"
"Lodrino","17090","17","Brescia","BS","Lombardia","3","1624.0","776.0","848.0"
"Lograto","17091","17","Brescia","BS","Lombardia","3","3804.0","1890.0","1914.0"
"Lonato del Garda","17092","17","Brescia","BS","Lombardia","3","16827.0","8494.0","8333.0"
"Longhena","17093","17","Brescia","BS","Lombardia","3","560.0","264.0","296.0"
"Losine","17094","17","Brescia","BS","Lombardia","3","625.0","309.0","316.0"
"Lozio","17095","17","Brescia","BS","Lombardia","3","353.0","175.0","178.0"
"Lumezzane","17096","17","Brescia","BS","Lombardia","3","21410.0","10743.0","10667.0"
"Maclodio","17097","17","Brescia","BS","Lombardia","3","1483.0","731.0","752.0"
"Magasa","17098","17","Brescia","BS","Lombardia","3","107.0","49.0","58.0"
"Mairano","17099","17","Brescia","BS","Lombardia","3","3492.0","1724.0","1768.0"
"Malegno","17100","17","Brescia","BS","Lombardia","3","1960.0","979.0","981.0"
"Malonno","17101","17","Brescia","BS","Lombardia","3","3030.0","1549.0","1481.0"
"Manerba del Garda","17102","17","Brescia","BS","Lombardia","3","5415.0","2702.0","2713.0"
"Manerbio","17103","17","Brescia","BS","Lombardia","3","13163.0","6716.0","6447.0"
"Marcheno","17104","17","Brescia","BS","Lombardia","3","4196.0","2082.0","2114.0"
"Marmentino","17105","17","Brescia","BS","Lombardia","3","665.0","326.0","339.0"
"Marone","17106","17","Brescia","BS","Lombardia","3","3114.0","1607.0","1507.0"
"Mazzano","17107","17","Brescia","BS","Lombardia","3","12519.0","6261.0","6258.0"
"Milzano","17108","17","Brescia","BS","Lombardia","3","1723.0","853.0","870.0"
"Moniga del Garda","17109","17","Brescia","BS","Lombardia","3","2603.0","1332.0","1271.0"
"Monno","17110","17","Brescia","BS","Lombardia","3","515.0","269.0","246.0"
"Monte Isola","17111","17","Brescia","BS","Lombardia","3","1628.0","818.0","810.0"
"Monticelli Brusati","17112","17","Brescia","BS","Lombardia","3","4568.0","2267.0","2301.0"
"Montichiari","17113","17","Brescia","BS","Lombardia","3","26088.0","13007.0","13081.0"
"Montirone","17114","17","Brescia","BS","Lombardia","3","5064.0","2491.0","2573.0"
"Mura","17115","17","Brescia","BS","Lombardia","3","774.0","387.0","387.0"
"Muscoline","17116","17","Brescia","BS","Lombardia","3","2680.0","1326.0","1354.0"
"Nave","17117","17","Brescia","BS","Lombardia","3","10640.0","5378.0","5262.0"
"Niardo","17118","17","Brescia","BS","Lombardia","3","1968.0","1005.0","963.0"
"Nuvolento","17119","17","Brescia","BS","Lombardia","3","3865.0","1968.0","1897.0"
"Nuvolera","17120","17","Brescia","BS","Lombardia","3","4695.0","2355.0","2340.0"
"Odolo","17121","17","Brescia","BS","Lombardia","3","1927.0","996.0","931.0"
"Offlaga","17122","17","Brescia","BS","Lombardia","3","4117.0","2022.0","2095.0"
"Ome","17123","17","Brescia","BS","Lombardia","3","3152.0","1615.0","1537.0"
"Ono San Pietro","17124","17","Brescia","BS","Lombardia","3","965.0","488.0","477.0"
"Orzinuovi","17125","17","Brescia","BS","Lombardia","3","12372.0","6133.0","6239.0"
"Orzivecchi","17126","17","Brescia","BS","Lombardia","3","2430.0","1205.0","1225.0"
"Ospitaletto","17127","17","Brescia","BS","Lombardia","3","14663.0","7178.0","7485.0"
"Ossimo","17128","17","Brescia","BS","Lombardia","3","1452.0","728.0","724.0"
"Padenghe sul Garda","17129","17","Brescia","BS","Lombardia","3","4773.0","2460.0","2313.0"
"Paderno Franciacorta","17130","17","Brescia","BS","Lombardia","3","3637.0","1830.0","1807.0"
"Paisco Loveno","17131","17","Brescia","BS","Lombardia","3","176.0","89.0","87.0"
"Paitone","17132","17","Brescia","BS","Lombardia","3","2170.0","1053.0","1117.0"
"Palazzolo sull'Oglio","17133","17","Brescia","BS","Lombardia","3","19937.0","9915.0","10022.0"
"Paratico","17134","17","Brescia","BS","Lombardia","3","4884.0","2441.0","2443.0"
"Paspardo","17135","17","Brescia","BS","Lombardia","3","579.0","278.0","301.0"
"Passirano","17136","17","Brescia","BS","Lombardia","3","6914.0","3522.0","3392.0"
"Pavone del Mella","17137","17","Brescia","BS","Lombardia","3","2706.0","1336.0","1370.0"
"San Paolo","17138","17","Brescia","BS","Lombardia","3","4417.0","2209.0","2208.0"
"Pertica Alta","17139","17","Brescia","BS","Lombardia","3","557.0","264.0","293.0"
"Pertica Bassa","17140","17","Brescia","BS","Lombardia","3","576.0","294.0","282.0"
"Pezzaze","17141","17","Brescia","BS","Lombardia","3","1448.0","714.0","734.0"
"Pian Camuno","17142","17","Brescia","BS","Lombardia","3","4733.0","2344.0","2389.0"
"Pisogne","17143","17","Brescia","BS","Lombardia","3","7803.0","3938.0","3865.0"
"Polaveno","17144","17","Brescia","BS","Lombardia","3","2464.0","1223.0","1241.0"
"Polpenazze del Garda","17145","17","Brescia","BS","Lombardia","3","2705.0","1350.0","1355.0"
"Pompiano","17146","17","Brescia","BS","Lombardia","3","3744.0","1874.0","1870.0"
"Poncarale","17147","17","Brescia","BS","Lombardia","3","5161.0","2593.0","2568.0"
"Ponte di Legno","17148","17","Brescia","BS","Lombardia","3","1747.0","901.0","846.0"
"Pontevico","17149","17","Brescia","BS","Lombardia","3","6991.0","3708.0","3283.0"
"Pontoglio","17150","17","Brescia","BS","Lombardia","3","6902.0","3443.0","3459.0"
"Pozzolengo","17151","17","Brescia","BS","Lombardia","3","3556.0","1767.0","1789.0"
"Pralboino","17152","17","Brescia","BS","Lombardia","3","2803.0","1355.0","1448.0"
"Preseglie","17153","17","Brescia","BS","Lombardia","3","1465.0","698.0","767.0"
"Prevalle","17155","17","Brescia","BS","Lombardia","3","6815.0","3390.0","3425.0"
"Provaglio d'Iseo","17156","17","Brescia","BS","Lombardia","3","7161.0","3625.0","3536.0"
"Provaglio Val Sabbia","17157","17","Brescia","BS","Lombardia","3","884.0","428.0","456.0"
"Puegnago sul Garda","17158","17","Brescia","BS","Lombardia","3","3464.0","1757.0","1707.0"
"Quinzano d'Oglio","17159","17","Brescia","BS","Lombardia","3","6177.0","3080.0","3097.0"
"Remedello","17160","17","Brescia","BS","Lombardia","3","3346.0","1664.0","1682.0"
"Rezzato","17161","17","Brescia","BS","Lombardia","3","13345.0","6735.0","6610.0"
"Roccafranca","17162","17","Brescia","BS","Lombardia","3","4835.0","2391.0","2444.0"
"Rodengo Saiano","17163","17","Brescia","BS","Lombardia","3","9797.0","5015.0","4782.0"
"Roè Volciano","17164","17","Brescia","BS","Lombardia","3","4366.0","2259.0","2107.0"
"Roncadelle","17165","17","Brescia","BS","Lombardia","3","9282.0","4665.0","4617.0"
"Rovato","17166","17","Brescia","BS","Lombardia","3","19198.0","9358.0","9840.0"
"Rudiano","17167","17","Brescia","BS","Lombardia","3","5857.0","2881.0","2976.0"
"Sabbio Chiese","17168","17","Brescia","BS","Lombardia","3","3932.0","1938.0","1994.0"
"Sale Marasino","17169","17","Brescia","BS","Lombardia","3","3290.0","1676.0","1614.0"
"Salò","17170","17","Brescia","BS","Lombardia","3","10448.0","5544.0","4904.0"
"San Felice del Benaco","17171","17","Brescia","BS","Lombardia","3","3465.0","1780.0","1685.0"
"San Gervasio Bresciano","17172","17","Brescia","BS","Lombardia","3","2685.0","1337.0","1348.0"
"San Zeno Naviglio","17173","17","Brescia","BS","Lombardia","3","4704.0","2375.0","2329.0"
"Sarezzo","17174","17","Brescia","BS","Lombardia","3","13132.0","6613.0","6519.0"
"Saviore dell'Adamello","17175","17","Brescia","BS","Lombardia","3","802.0","416.0","386.0"
"Sellero","17176","17","Brescia","BS","Lombardia","3","1400.0","698.0","702.0"
"Seniga","17177","17","Brescia","BS","Lombardia","3","1427.0","703.0","724.0"
"Serle","17178","17","Brescia","BS","Lombardia","3","3060.0","1547.0","1513.0"
"Sirmione","17179","17","Brescia","BS","Lombardia","3","8257.0","4303.0","3954.0"
"Soiano del Lago","17180","17","Brescia","BS","Lombardia","3","1949.0","970.0","979.0"
"Sonico","17181","17","Brescia","BS","Lombardia","3","1211.0","598.0","613.0"
"Sulzano","17182","17","Brescia","BS","Lombardia","3","1944.0","970.0","974.0"
"Tavernole sul Mella","17183","17","Brescia","BS","Lombardia","3","1219.0","598.0","621.0"
"Temù","17184","17","Brescia","BS","Lombardia","3","1105.0","545.0","560.0"
"Tignale","17185","17","Brescia","BS","Lombardia","3","1158.0","608.0","550.0"
"Torbole Casaglia","17186","17","Brescia","BS","Lombardia","3","6401.0","3186.0","3215.0"
"Toscolano-Maderno","17187","17","Brescia","BS","Lombardia","3","7550.0","3890.0","3660.0"
"Travagliato","17188","17","Brescia","BS","Lombardia","3","13725.0","6914.0","6811.0"
"Tremosine sul Garda","17189","17","Brescia","BS","Lombardia","3","2046.0","1011.0","1035.0"
"Trenzano","17190","17","Brescia","BS","Lombardia","3","5470.0","2707.0","2763.0"
"Treviso Bresciano","17191","17","Brescia","BS","Lombardia","3","507.0","258.0","249.0"
"Urago d'Oglio","17192","17","Brescia","BS","Lombardia","3","3733.0","1804.0","1929.0"
"Vallio Terme","17193","17","Brescia","BS","Lombardia","3","1410.0","704.0","706.0"
"Valvestino","17194","17","Brescia","BS","Lombardia","3","173.0","89.0","84.0"
"Verolanuova","17195","17","Brescia","BS","Lombardia","3","8018.0","4033.0","3985.0"
"Verolavecchia","17196","17","Brescia","BS","Lombardia","3","3754.0","1832.0","1922.0"
"Vestone","17197","17","Brescia","BS","Lombardia","3","4181.0","2097.0","2084.0"
"Vezza d'Oglio","17198","17","Brescia","BS","Lombardia","3","1473.0","739.0","734.0"
"Villa Carcina","17199","17","Brescia","BS","Lombardia","3","10694.0","5411.0","5283.0"
"Villachiara","17200","17","Brescia","BS","Lombardia","3","1360.0","671.0","689.0"
"Villanuova sul Clisi","17201","17","Brescia","BS","Lombardia","3","5834.0","2981.0","2853.0"
"Vione","17202","17","Brescia","BS","Lombardia","3","627.0","325.0","302.0"
"Visano","17203","17","Brescia","BS","Lombardia","3","1992.0","983.0","1009.0"
"Vobarno","17204","17","Brescia","BS","Lombardia","3","8257.0","4075.0","4182.0"
"Zone","17205","17","Brescia","BS","Lombardia","3","1039.0","515.0","524.0"
"Piancogno","17206","17","Brescia","BS","Lombardia","3","4742.0","2332.0","2410.0"
"Alagna","18001","18","Pavia","PV","Lombardia","3","799.0","405.0","394.0"
"Albaredo Arnaboldi","18002","18","Pavia","PV","Lombardia","3","225.0","97.0","128.0"
"Albonese","18003","18","Pavia","PV","Lombardia","3","533.0","274.0","259.0"
"Albuzzano","18004","18","Pavia","PV","Lombardia","3","3574.0","1793.0","1781.0"
"Arena Po","18005","18","Pavia","PV","Lombardia","3","1522.0","752.0","770.0"
"Badia Pavese","18006","18","Pavia","PV","Lombardia","3","394.0","188.0","206.0"
"Bagnaria","18007","18","Pavia","PV","Lombardia","3","632.0","333.0","299.0"
"Barbianello","18008","18","Pavia","PV","Lombardia","3","874.0","434.0","440.0"
"Bascapè","18009","18","Pavia","PV","Lombardia","3","1779.0","837.0","942.0"
"Bastida Pancarana","18011","18","Pavia","PV","Lombardia","3","983.0","476.0","507.0"
"Battuda","18012","18","Pavia","PV","Lombardia","3","683.0","332.0","351.0"
"Belgioioso","18013","18","Pavia","PV","Lombardia","3","6301.0","3230.0","3071.0"
"Bereguardo","18014","18","Pavia","PV","Lombardia","3","2861.0","1429.0","1432.0"
"Borgarello","18015","18","Pavia","PV","Lombardia","3","2662.0","1359.0","1303.0"
"Borgo Priolo","18016","18","Pavia","PV","Lombardia","3","1319.0","642.0","677.0"
"Borgoratto Mormorolo","18017","18","Pavia","PV","Lombardia","3","417.0","214.0","203.0"
"Borgo San Siro","18018","18","Pavia","PV","Lombardia","3","953.0","472.0","481.0"
"Bornasco","18019","18","Pavia","PV","Lombardia","3","2671.0","1312.0","1359.0"
"Bosnasco","18020","18","Pavia","PV","Lombardia","3","636.0","310.0","326.0"
"Brallo di Pregola","18021","18","Pavia","PV","Lombardia","3","514.0","243.0","271.0"
"Breme","18022","18","Pavia","PV","Lombardia","3","715.0","363.0","352.0"
"Bressana Bottarone","18023","18","Pavia","PV","Lombardia","3","3443.0","1747.0","1696.0"
"Broni","18024","18","Pavia","PV","Lombardia","3","9585.0","4987.0","4598.0"
"Calvignano","18025","18","Pavia","PV","Lombardia","3","106.0","52.0","54.0"
"Campospinoso","18026","18","Pavia","PV","Lombardia","3","1091.0","570.0","521.0"
"Candia Lomellina","18027","18","Pavia","PV","Lombardia","3","1445.0","716.0","729.0"
"Canneto Pavese","18029","18","Pavia","PV","Lombardia","3","1306.0","661.0","645.0"
"Carbonara al Ticino","18030","18","Pavia","PV","Lombardia","3","1428.0","708.0","720.0"
"Casanova Lonati","18031","18","Pavia","PV","Lombardia","3","453.0","214.0","239.0"
"Casatisma","18032","18","Pavia","PV","Lombardia","3","866.0","434.0","432.0"
"Casei Gerola","18033","18","Pavia","PV","Lombardia","3","2379.0","1192.0","1187.0"
"Casorate Primo","18034","18","Pavia","PV","Lombardia","3","8766.0","4370.0","4396.0"
"Cassolnovo","18035","18","Pavia","PV","Lombardia","3","6762.0","3428.0","3334.0"
"Castana","18036","18","Pavia","PV","Lombardia","3","710.0","365.0","345.0"
"Casteggio","18037","18","Pavia","PV","Lombardia","3","6490.0","3396.0","3094.0"
